"Uid","CLUB"
39364,"club-110"
39365,"club-121"
39367,"club-108"
39369,"club-108"
39371,"club-107"
39372,"club-108"
39373,"club-110"
39376,"club-110"
39377,"club-110"
39378,"club-109"
39379,"club-110"
39380,"club-102"
39383,"club-108"
39384,"club-110"
39385,"club-105"
39386,"club-102"
39389,"club-110"
39392,"club-105"
39393,"club-121"
39394,"club-107"
39396,"club-107"
39397,"club-108"
39399,"club-108"
39400,"club-110"
39401,"club-105"
39402,"club-105"
39403,"club-110"
39406,"club-110"
39407,"club-110"
39408,"club-108"
39412,"club-121"
39416,"club-102"
39417,"club-110"
39433,"club-407"
39442,"club-249"
39473,"club-107"
39474,"club-107"
39475,"club-102"
39480,"club-102"
39482,"club-107"
39484,"club-108"
39486,"club-109"
39488,"club-109"
39489,"club-405"
39490,"club-102"
39492,"club-107"
39493,"club-102"
39495,"club-133"
39497,"club-108"
39513,"club-403"
39520,"club-111"
39526,"club-108"
39533,"club-249"
39549,"club-116"
39553,"club-121"
39557,"club-121"
39559,"club-110"
39560,"club-118"
39562,"club-121"
39565,"club-121"
39567,"club-118"
39568,"club-116"
39571,"club-118"
39572,"club-110"
39574,"club-121"
39575,"club-118"
39578,"club-116"
39580,"club-110"
39582,"club-110"
39583,"club-116"
39585,"club-118"
39586,"club-118"
39589,"club-110"
39594,"club-116"
39595,"club-118"
39599,"club-121"
39600,"club-118"
39601,"club-110"
39603,"club-122"
39606,"club-118"
39610,"club-116"
39613,"club-118"
39614,"club-110"
39616,"club-121"
39617,"club-121"
39618,"club-118"
39619,"club-116"
39620,"club-118"
39621,"club-118"
39623,"club-201"
39626,"club-121"
39627,"club-201"
39630,"club-121"
39631,"club-116"
39632,"club-116"
39635,"club-121"
39637,"club-121"
39638,"club-118"
39639,"club-118"
39640,"club-118"
39642,"club-110"
39645,"club-121"
39647,"club-118"
39654,"club-118"
39655,"club-107"
39657,"club-116"
39659,"club-110"
39660,"club-110"
39662,"club-122"
39666,"club-116"
39668,"club-107"
39670,"club-121"
39671,"club-107"
39684,"club-125"
39686,"club-261"
39691,"club-111"
39713,"club-106"
39715,"club-103"
39716,"club-103"
39717,"club-103"
39720,"club-102"
39722,"club-101"
39725,"club-102"
39728,"club-103"
39729,"club-102"
39730,"club-102"
39731,"club-102"
39733,"club-102"
39735,"club-107"
39738,"club-107"
39739,"club-118"
39741,"club-102"
39742,"club-103"
39745,"club-118"
39746,"club-102"
39747,"club-118"
39752,"club-103"
39761,"club-132"
39765,"club-111"
39778,"club-403"
39782,"club-242"
39794,"club-117"
39795,"club-136"
39796,"club-111"
39798,"club-245"
39805,"club-111"
39812,"club-105"
39828,"club-103"
39831,"club-108"
39838,"club-118"
39841,"club-105"
39844,"club-103"
39848,"club-111"
39856,"club-124"
39861,"club-122"
39862,"club-122"
39902,"club-249"
39903,"club-204"
39922,"club-106"
39923,"club-106"
39924,"club-106"
39925,"club-110"
39930,"club-101"
39931,"club-106"
39932,"club-102"
39933,"club-113"
39934,"club-110"
39939,"club-110"
39942,"club-101"
39943,"club-102"
39944,"club-106"
39945,"club-102"
39949,"club-101"
39972,"club-133"
39980,"club-117"
39984,"club-105"
39986,"club-106"
39993,"club-106"
40008,"club-134"
40033,"club-134"
40050,"club-111"
40067,"club-103"
40072,"club-123"
40086,"club-105"
40087,"club-102"
40088,"club-102"
40090,"club-101"
40093,"club-101"
40094,"club-101"
40095,"club-101"
40100,"club-604"
40104,"club-101"
40107,"club-101"
40109,"club-101"
40118,"club-402"
40124,"club-109"
40129,"club-109"
40135,"club-108"
40140,"club-111"
40152,"club-105"
40162,"club-123"
40189,"club-109"
40207,"club-125"
40225,"club-402"
40227,"club-403"
40236,"club-109"
40241,"club-133"
40277,"club-108"
40280,"club-107"
40285,"club-604"
40286,"club-107"
40288,"club-106"
40289,"club-108"
40291,"club-114"
40292,"club-102"
40293,"club-114"
40295,"club-107"
40301,"club-102"
40308,"club-108"
40313,"club-109"
40316,"club-108"
40317,"club-108"
40324,"club-402"
40339,"club-102"
40345,"club-113"
40348,"club-102"
40352,"club-105"
40353,"club-113"
40358,"club-402"
40361,"club-402"
40370,"club-103"
40380,"club-115"
40396,"club-402"
40408,"club-134"
40412,"club-249"
40419,"club-111"
40421,"club-402"
40422,"club-117"
40425,"club-604"
40427,"club-218"
40428,"club-402"
40432,"club-105"
40440,"club-108"
40441,"club-107"
40443,"club-108"
40464,"club-218"
40467,"club-129"
40468,"club-111"
40472,"club-402"
40486,"club-109"
40488,"club-119"
40491,"club-102"
40492,"club-107"
40497,"club-103"
40505,"club-107"
40506,"club-107"
40508,"club-112"
40510,"club-110"
40512,"club-107"
40513,"club-112"
40518,"club-107"
40520,"club-106"
40522,"club-109"
40523,"club-122"
40526,"club-245"
40527,"club-202"
40530,"club-106"
40534,"club-106"
40537,"club-245"
40539,"club-245"
40545,"club-118"
40548,"club-108"
40551,"club-105"
40552,"club-116"
40554,"club-121"
40555,"club-105"
40556,"club-245"
40558,"club-118"
40562,"club-105"
40567,"club-118"
40569,"club-122"
40570,"club-122"
40574,"club-132"
40580,"club-116"
40581,"club-109"
40583,"club-116"
40584,"club-108"
40586,"club-250"
40587,"club-132"
40589,"club-202"
40593,"club-105"
40599,"club-202"
40601,"club-245"
40604,"club-250"
40605,"club-118"
40606,"club-106"
40608,"club-105"
40611,"club-116"
40614,"club-106"
40616,"club-106"
40617,"club-118"
40619,"club-105"
40620,"club-245"
40624,"club-202"
40625,"club-108"
40630,"club-250"
40631,"club-132"
40632,"club-105"
40634,"club-108"
40635,"club-250"
40636,"club-118"
40637,"club-132"
40638,"club-121"
40639,"club-250"
40641,"club-105"
40644,"club-122"
40645,"club-105"
40646,"club-122"
40647,"club-245"
40648,"club-108"
40649,"club-118"
40651,"club-121"
40652,"club-109"
40653,"club-202"
40655,"club-116"
40656,"club-122"
40658,"club-105"
40659,"club-109"
40661,"club-106"
40662,"club-108"
40663,"club-202"
40665,"club-106"
40667,"club-250"
40668,"club-108"
40670,"club-122"
40672,"club-105"
40673,"club-106"
40674,"club-109"
40675,"club-108"
40678,"club-122"
40679,"club-118"
40680,"club-132"
40681,"club-118"
40682,"club-202"
40683,"club-202"
40684,"club-123"
40685,"club-402"
40686,"club-402"
40695,"club-111"
40713,"club-111"
40716,"club-604"
40733,"club-111"
40738,"club-125"
40749,"club-115"
40764,"club-109"
40768,"club-420"
40784,"club-245"
40789,"club-115"
40795,"club-420"
40814,"club-103"
40817,"club-113"
40819,"club-107"
40820,"club-106"
40821,"club-113"
40822,"club-102"
40836,"club-107"
40839,"club-113"
40840,"club-112"
40842,"club-113"
40844,"club-103"
40846,"club-107"
40848,"club-101"
40849,"club-113"
40850,"club-101"
40851,"club-102"
40853,"club-101"
40860,"club-101"
40864,"club-101"
40865,"club-109"
40869,"club-403"
40872,"club-402"
40876,"club-403"
40881,"club-402"
40884,"club-403"
40896,"club-124"
40904,"club-123"
40907,"club-110"
40908,"club-110"
40909,"club-103"
40910,"club-107"
40912,"club-107"
40913,"club-105"
40917,"club-110"
40918,"club-107"
40922,"club-108"
40926,"club-103"
40928,"club-109"
40931,"club-101"
40938,"club-403"
40942,"club-111"
40974,"club-115"
41014,"club-242"
41015,"club-109"
41020,"club-105"
41021,"club-106"
41023,"club-118"
41026,"club-105"
41028,"club-105"
41029,"club-113"
41031,"club-604"
41033,"club-108"
41034,"club-105"
41036,"club-118"
41038,"club-108"
41041,"club-108"
41042,"club-105"
41043,"club-106"
41052,"club-604"
41059,"club-401"
41064,"club-111"
41073,"club-111"
41079,"club-413"
41090,"club-125"
41112,"club-133"
41120,"club-111"
41128,"club-117"
41139,"club-402"
41142,"club-109"
41144,"club-133"
41164,"club-111"
41168,"club-402"
41176,"club-124"
41181,"club-124"
41182,"club-245"
41199,"club-115"
41210,"club-105"
41212,"club-111"
41238,"club-202"
41243,"club-114"
41251,"club-102"
41258,"club-102"
41259,"club-108"
41261,"club-103"
41264,"club-108"
41265,"club-112"
41266,"club-108"
41267,"club-102"
41268,"club-132"
41269,"club-121"
41274,"club-102"
41286,"club-102"
41287,"club-110"
41288,"club-123"
41289,"club-102"
41297,"club-108"
41299,"club-112"
41300,"club-107"
41301,"club-102"
41306,"club-113"
41308,"club-112"
41312,"club-102"
41314,"club-121"
41315,"club-112"
41317,"club-113"
41320,"club-111"
41334,"club-420"
41413,"club-105"
41422,"club-111"
41433,"club-129"
41453,"club-117"
41456,"club-245"
41459,"club-604"
41475,"club-233"
41478,"club-105"
41479,"club-132"
41482,"club-261"
41490,"club-219"
41493,"club-233"
41506,"club-242"
41514,"club-245"
41522,"club-111"
41523,"club-133"
41528,"club-107"
41529,"club-111"
41531,"club-106"
41533,"club-110"
41535,"club-110"
41537,"club-110"
41538,"club-122"
41539,"club-122"
41546,"club-133"
41547,"club-108"
41549,"club-108"
41550,"club-110"
41556,"club-110"
41570,"club-126"
41576,"club-109"
41582,"club-111"
41585,"club-133"
41612,"club-105"
41613,"club-105"
41618,"club-604"
41622,"club-202"
41627,"club-124"
41629,"club-133"
41634,"club-604"
41637,"club-402"
41640,"club-111"
41646,"club-115"
41662,"club-601"
41663,"club-109"
41693,"club-105"
41701,"club-123"
41726,"club-248"
41733,"club-103"
41736,"club-245"
41743,"club-110"
41745,"club-106"
41747,"club-101"
41748,"club-101"
41750,"club-108"
41753,"club-101"
41754,"club-107"
41755,"club-108"
41760,"club-115"
41762,"club-107"
41763,"club-107"
41764,"club-111"
41766,"club-107"
41767,"club-108"
41768,"club-107"
41772,"club-110"
41774,"club-101"
41775,"club-102"
41777,"club-115"
41785,"club-242"
41790,"club-109"
41793,"club-108"
41807,"club-127"
41814,"club-111"
41835,"club-103"
41840,"club-107"
41845,"club-109"
41847,"club-127"
41856,"club-115"
41860,"club-402"
41865,"club-404"
41900,"club-401"
41910,"club-403"
41937,"club-112"
41939,"club-121"
41941,"club-106"
41943,"club-112"
41944,"club-201"
41945,"club-201"
41946,"club-106"
41947,"club-108"
41948,"club-101"
41949,"club-112"
41950,"club-118"
41951,"club-106"
41952,"club-112"
41953,"club-108"
41956,"club-101"
41957,"club-108"
41958,"club-112"
41959,"club-112"
41961,"club-108"
41963,"club-121"
41964,"club-118"
41965,"club-112"
41967,"club-108"
41968,"club-112"
41970,"club-108"
41972,"club-106"
41973,"club-201"
41974,"club-108"
41976,"club-116"
41980,"club-102"
41985,"club-106"
41986,"club-201"
41987,"club-108"
41988,"club-108"
41989,"club-106"
41990,"club-201"
41991,"club-108"
41992,"club-112"
41995,"club-102"
41997,"club-121"
41999,"club-112"
42001,"club-201"
42002,"club-116"
42003,"club-201"
42004,"club-201"
42005,"club-106"
42007,"club-121"
42008,"club-116"
42012,"club-108"
42013,"club-106"
42014,"club-118"
42016,"club-112"
42019,"club-106"
42021,"club-106"
42024,"club-102"
42025,"club-112"
42030,"club-112"
42033,"club-121"
42034,"club-112"
42035,"club-102"
42036,"club-108"
42037,"club-116"
42040,"club-201"
42043,"club-108"
42046,"club-116"
42049,"club-201"
42052,"club-118"
42053,"club-118"
42054,"club-101"
42055,"club-108"
42058,"club-112"
42059,"club-108"
42064,"club-112"
42070,"club-116"
42071,"club-108"
42072,"club-112"
42074,"club-116"
42075,"club-101"
42077,"club-108"
42080,"club-101"
42081,"club-118"
42082,"club-108"
42084,"club-108"
42086,"club-112"
42088,"club-108"
42089,"club-112"
42092,"club-121"
42094,"club-112"
42096,"club-108"
42099,"club-112"
42100,"club-118"
42103,"club-112"
42104,"club-112"
42105,"club-121"
42107,"club-106"
42108,"club-108"
42110,"club-116"
42111,"club-201"
42112,"club-101"
42114,"club-201"
42116,"club-116"
42119,"club-112"
42125,"club-116"
42127,"club-102"
42142,"club-201"
42143,"club-112"
42145,"club-108"
42146,"club-112"
42150,"club-201"
42151,"club-106"
42152,"club-108"
42154,"club-101"
42155,"club-106"
42158,"club-121"
42159,"club-102"
42160,"club-121"
42168,"club-102"
42170,"club-102"
42171,"club-102"
42172,"club-119"
42174,"club-102"
42178,"club-119"
42179,"club-102"
42181,"club-115"
42185,"club-134"
42188,"club-107"
42190,"club-107"
42194,"club-122"
42196,"club-122"
42204,"club-129"
42221,"club-123"
42222,"club-113"
42228,"club-106"
42229,"club-102"
42233,"club-102"
42234,"club-107"
42236,"club-107"
42240,"club-102"
42241,"club-106"
42242,"club-102"
42245,"club-102"
42247,"club-124"
42261,"club-132"
42265,"club-109"
42266,"club-123"
42268,"club-107"
42270,"club-115"
42276,"club-111"
42277,"club-245"
42280,"club-112"
42283,"club-112"
42284,"club-222"
42300,"club-111"
42314,"club-107"
42316,"club-124"
42326,"club-109"
42328,"club-103"
42335,"club-105"
42338,"club-103"
42339,"club-107"
42341,"club-123"
42349,"club-111"
42359,"club-245"
42375,"club-107"
42379,"club-126"
42382,"club-105"
42383,"club-106"
42385,"club-105"
42390,"club-102"
42391,"club-132"
42392,"club-106"
42393,"club-102"
42394,"club-107"
42401,"club-101"
42403,"club-125"
42406,"club-127"
42407,"club-110"
42408,"club-107"
42409,"club-125"
42410,"club-101"
42413,"club-107"
42414,"club-113"
42415,"club-127"
42418,"club-127"
42422,"club-126"
42426,"club-103"
42428,"club-110"
42429,"club-110"
42430,"club-107"
42434,"club-127"
42435,"club-110"
42436,"club-107"
42437,"club-110"
42446,"club-101"
42447,"club-127"
42448,"club-110"
42450,"club-101"
42451,"club-126"
42453,"club-102"
42455,"club-107"
42456,"club-127"
42458,"club-125"
42459,"club-113"
42460,"club-110"
42464,"club-110"
42465,"club-127"
42467,"club-101"
42468,"club-110"
42470,"club-110"
42471,"club-125"
42472,"club-125"
42477,"club-126"
42492,"club-111"
42504,"club-132"
42529,"club-413"
42535,"club-105"
42540,"club-109"
42541,"club-111"
42550,"club-111"
42563,"club-111"
42571,"club-119"
42598,"club-115"
42621,"club-109"
42624,"club-115"
42631,"club-245"
42633,"club-245"
42637,"club-101"
42639,"club-115"
42641,"club-101"
42648,"club-101"
42650,"club-108"
42651,"club-101"
42654,"club-108"
42655,"club-113"
42691,"club-106"
42692,"club-107"
42695,"club-108"
42705,"club-107"
42706,"club-102"
42708,"club-106"
42712,"club-108"
42714,"club-106"
42716,"club-107"
42718,"club-106"
42720,"club-249"
42723,"club-102"
42724,"club-106"
42728,"club-107"
42734,"club-102"
42736,"club-107"
42737,"club-106"
42738,"club-111"
42745,"club-123"
42760,"club-111"
42769,"club-105"
42774,"club-105"
42777,"club-123"
42778,"club-129"
42799,"club-123"
42807,"club-105"
42808,"club-418"
42824,"club-111"
42836,"club-105"
42837,"club-420"
42839,"club-242"
42841,"club-107"
42842,"club-129"
42849,"club-103"
42850,"club-106"
42851,"club-108"
42852,"club-103"
42856,"club-110"
42858,"club-108"
42859,"club-110"
42860,"club-101"
42862,"club-106"
42863,"club-103"
42864,"club-108"
42865,"club-108"
42866,"club-110"
42869,"club-101"
42870,"club-110"
42875,"club-103"
42878,"club-129"
42881,"club-102"
42882,"club-102"
42883,"club-102"
42888,"club-111"
42889,"club-110"
42896,"club-105"
42901,"club-105"
42903,"club-118"
42922,"club-124"
42931,"club-105"
42933,"club-108"
42935,"club-108"
42936,"club-410"
42937,"club-106"
42938,"club-107"
42939,"club-105"
42940,"club-105"
42945,"club-110"
42948,"club-107"
42949,"club-107"
42950,"club-108"
42951,"club-106"
42953,"club-113"
42954,"club-110"
42959,"club-108"
42963,"club-108"
42965,"club-105"
42966,"club-108"
42974,"club-106"
42975,"club-105"
42977,"club-106"
42983,"club-110"
42985,"club-105"
42991,"club-102"
42994,"club-110"
42996,"club-105"
42997,"club-106"
42998,"club-111"
43019,"club-245"
43031,"club-108"
43032,"club-111"
43052,"club-102"
43055,"club-124"
43056,"club-124"
43094,"club-105"
43102,"club-420"
43116,"club-128"
43118,"club-402"
43122,"club-111"
43127,"club-105"
43130,"club-101"
43131,"club-101"
43133,"club-126"
43135,"club-604"
43141,"club-101"
43166,"club-106"
43168,"club-107"
43170,"club-106"
43171,"club-103"
43172,"club-129"
43185,"club-103"
43190,"club-111"
43212,"club-115"
43219,"club-128"
43221,"club-128"
43226,"club-102"
43228,"club-102"
43232,"club-128"
43236,"club-111"
43244,"club-112"
43245,"club-112"
43247,"club-114"
43248,"club-105"
43249,"club-114"
43252,"club-103"
43253,"club-112"
43254,"club-112"
43255,"club-102"
43256,"club-112"
43257,"club-114"
43258,"club-121"
43259,"club-108"
43261,"club-108"
43262,"club-102"
43264,"club-112"
43266,"club-108"
43267,"club-103"
43270,"club-121"
43271,"club-121"
43272,"club-112"
43273,"club-121"
43274,"club-114"
43276,"club-102"
43277,"club-112"
43278,"club-121"
43279,"club-112"
43281,"club-121"
43282,"club-103"
43285,"club-105"
43288,"club-121"
43289,"club-112"
43291,"club-102"
43293,"club-114"
43300,"club-103"
43301,"club-121"
43304,"club-108"
43307,"club-103"
43308,"club-102"
43310,"club-112"
43311,"club-102"
43313,"club-102"
43314,"club-112"
43316,"club-112"
43320,"club-103"
43324,"club-121"
43325,"club-121"
43326,"club-112"
43331,"club-105"
43336,"club-108"
43338,"club-112"
43339,"club-114"
43340,"club-108"
43341,"club-108"
43342,"club-121"
43344,"club-112"
43348,"club-112"
43349,"club-114"
43351,"club-105"
43353,"club-103"
43354,"club-132"
43358,"club-101"
43359,"club-107"
43371,"club-402"
43372,"club-402"
43373,"club-402"
43381,"club-109"
43382,"club-604"
43414,"club-111"
43420,"club-402"
43455,"club-402"
43461,"club-101"
43463,"club-101"
43464,"club-111"
43465,"club-103"
43470,"club-604"
43471,"club-106"
43475,"club-102"
43478,"club-103"
43484,"club-402"
43486,"club-402"
43526,"club-124"
43553,"club-103"
43557,"club-117"
43560,"club-115"
43568,"club-217"
43598,"club-128"
43609,"club-124"
43619,"club-115"
43620,"club-111"
43625,"club-402"
43647,"club-402"
43652,"club-402"
43654,"club-125"
43662,"club-402"
43664,"club-402"
43665,"club-267"
43679,"club-111"
43681,"club-117"
43692,"club-111"
43697,"club-111"
43701,"club-604"
43703,"club-105"
43704,"club-110"
43705,"club-102"
43709,"club-106"
43718,"club-119"
43719,"club-101"
43720,"club-105"
43722,"club-107"
43726,"club-103"
43727,"club-103"
43729,"club-105"
43740,"club-125"
43741,"club-420"
43750,"club-403"
43754,"club-402"
43763,"club-109"
43765,"club-218"
43768,"club-410"
43813,"club-109"
43817,"club-125"
43821,"club-402"
43825,"club-111"
43830,"club-124"
43842,"club-109"
43845,"club-105"
43854,"club-218"
43855,"club-113"
43863,"club-128"
43895,"club-132"
43906,"club-125"
43915,"club-218"
43935,"club-413"
43936,"club-233"
43941,"club-137"
43944,"club-137"
43947,"club-137"
43949,"club-102"
43952,"club-107"
43954,"club-105"
43956,"club-132"
43957,"club-128"
43959,"club-102"
43960,"club-128"
43961,"club-107"
43962,"club-132"
43966,"club-102"
43967,"club-132"
43968,"club-128"
43969,"club-107"
43970,"club-137"
43973,"club-107"
43974,"club-132"
43975,"club-132"
43976,"club-102"
43980,"club-137"
43981,"club-137"
43982,"club-128"
43983,"club-102"
43984,"club-102"
43985,"club-105"
43987,"club-128"
43990,"club-132"
43998,"club-102"
44000,"club-107"
44001,"club-132"
44002,"club-107"
44003,"club-128"
44007,"club-108"
44013,"club-111"
44026,"club-105"
44062,"club-111"
44064,"club-105"
44069,"club-210"
44071,"club-242"
44076,"club-108"
44089,"club-105"
44090,"club-117"
44095,"club-110"
44100,"club-242"
44101,"club-242"
44102,"club-107"
44103,"club-106"
44105,"club-102"
44110,"club-107"
44111,"club-106"
44112,"club-117"
44113,"club-105"
44115,"club-107"
44116,"club-132"
44117,"club-105"
